snapped_at,price,market_cap,total_volume
2021-06-08 00:00:00 UTC,1.007486483249573,774576268.143077,4800237.699960301
2021-06-09 00:00:00 UTC,1.0095019646976269,773087719.5198,8791659.092145236
2021-06-10 00:00:00 UTC,1.0270116728976282,788307321.5900822,6197272.804418963
2021-06-11 00:00:00 UTC,1.0153132157704847,783293224.0348855,3598588.972014312
2021-06-12 00:00:00 UTC,1.0113676468865564,777135120.0595683,1792090.68109119
2021-06-13 00:00:00 UTC,1.008599424983357,791049353.5783081,5391078.607974895
2021-06-14 00:00:00 UTC,1.0098245064611124,787833067.5919148,8406475.054841464
2021-06-15 00:00:00 UTC,1.0132498990194256,791026120.6053058,4936649.391635436
2021-06-16 00:00:00 UTC,1.0099953333176181,797919917.5355256,24201380.869526938
2021-06-17 00:00:00 UTC,1.0028691806017946,796184979.1140304,9054024.071751604
2021-06-18 00:00:00 UTC,1.0120128736118323,799879396.4099447,5095086.231156213
2021-06-19 00:00:00 UTC,1.0195099188543788,787303830.3190973,23735547.885607462
2021-06-20 00:00:00 UTC,1.0063536727688367,786208670.530525,8775985.924730023
2021-06-21 00:00:00 UTC,1.0175963626000022,792330297.1940995,6687236.504964777
2021-06-22 00:00:00 UTC,1.0115114014575735,765942267.7241976,13566910.459948527
2021-06-23 00:00:00 UTC,1.0219728220172817,740909107.6853014,31639225.277567588
2021-06-24 00:00:00 UTC,1.0234251745324412,746513180.2106478,5500287.809202467
2021-06-25 00:00:00 UTC,1.0185831741232938,747555994.218564,2747098.76594094
2021-06-26 00:00:00 UTC,1.0250558598692252,748488908.4772042,6869798.813146883
2021-06-27 00:00:00 UTC,1.021458546538696,745907904.5081483,3799095.4742534417
2021-06-28 00:00:00 UTC,1.0377691850189117,757244570.4890585,3908611.353812114
2021-06-29 00:00:00 UTC,1.0191488149236358,748215291.8965156,6544359.778191944
2021-06-30 00:00:00 UTC,1.0149902275895388,748358611.6009072,6690831.669837879
2021-07-01 00:00:00 UTC,1.0186310045486149,754061278.1205364,7671012.008528769
2021-07-02 00:00:00 UTC,1.0195882458122352,755655508.1190413,2788176.16870717
2021-07-03 00:00:00 UTC,1.013731818321725,756051915.8612044,2194867.973516974
2021-07-04 00:00:00 UTC,1.016767123802006,760177093.5430372,6246192.877403946
2021-07-05 00:00:00 UTC,1.0103638961411159,763907679.5291504,4720796.830607281
2021-07-06 00:00:00 UTC,1.0117248867720146,766361272.4517095,4424813.652304037
2021-07-07 00:00:00 UTC,1.0134816426192634,768640983.5272237,3772742.4565424505
2021-07-08 00:00:00 UTC,1.0077022070707458,761869849.4579391,3390429.922424684
2021-07-09 00:00:00 UTC,1.0104977660508954,755375003.0892117,9166016.309625156
2021-07-10 00:00:00 UTC,1.010636618011326,759550079.5283293,4877653.449974303
2021-07-11 00:00:00 UTC,1.0112952714295342,761197446.0150237,1393589.2331580739
2021-07-12 00:00:00 UTC,1.0118156153299607,762817063.0027136,2487072.195708897
2021-07-13 00:00:00 UTC,1.0175684141816295,766196040.7570587,3759524.9354519513
2021-07-14 00:00:00 UTC,1.0113540182836636,763680415.579856,6100932.042252538
2021-07-15 00:00:00 UTC,1.0081466083548667,756179278.1649106,7983308.992374307
2021-07-16 00:00:00 UTC,1.0103905079151727,760214931.6196098,3994135.3760846
2021-07-17 00:00:00 UTC,1.000030955992595,478474818.5248646,6357595.276688127
2021-07-18 00:00:00 UTC,1.0077871127886882,480663591.7495073,4455193.189711429
2021-07-19 00:00:00 UTC,1.0134210428542358,483070463.88238525,1685800.8817724278
2021-07-20 00:00:00 UTC,1.0123761473534167,475407976.5525281,5805183.253534676
2021-07-21 00:00:00 UTC,1.0145689582166546,449427281.728132,12366498.047568714
2021-07-22 00:00:00 UTC,1.01376695106021,445474755.49551225,5628357.679262519
2021-07-23 00:00:00 UTC,1.0102913873630581,446044715.88449633,4326265.72134868
2021-07-24 00:00:00 UTC,1.0137675846013952,449033032.50236005,3097398.3512109593
2021-07-25 00:00:00 UTC,1.0095286648392123,473227140.41810936,1202352.9906221887
2021-07-26 00:00:00 UTC,1.0235109984408084,478659989.12494195,3109504.242637925
2021-07-27 00:00:00 UTC,0.9978530941588004,474742047.63794315,8380839.332390326
2021-07-28 00:00:00 UTC,1.0120576249786286,481003862.71254534,2717906.077758916
2021-07-29 00:00:00 UTC,1.0083145915989602,480686806.6249123,8369239.798808185
2021-07-30 00:00:00 UTC,1.017048331242402,487898643.83552295,14401417.949363787
2021-07-31 00:00:00 UTC,1.0254777113169735,496229166.00563705,14302796.707669662
2021-08-01 00:00:00 UTC,1.006137040516546,495320463.3630127,5604228.097133123
2021-08-02 00:00:00 UTC,0.9961606201213785,497768268.9108697,11991296.138673462
2021-08-03 00:00:00 UTC,1.0099374465828563,503799023.98590285,3107529.7096376107
2021-08-04 00:00:00 UTC,1.0118158908105328,508540005.3064339,21973273.52858888
2021-08-05 00:00:00 UTC,1.010348925391262,515637689.1607814,13428821.529650204
2021-08-06 00:00:00 UTC,1.0112075845029678,515256649.0183376,6240939.417487219
2021-08-07 00:00:00 UTC,1.0107528906126846,523579769.7729853,6932297.242045216
2021-08-08 00:00:00 UTC,1.0073365665865688,546438875.1156873,25079793.326924093
2021-08-09 00:00:00 UTC,1.0043941977076714,558189561.5009425,11829463.876413701
2021-08-10 00:00:00 UTC,1.0073228102231468,561332804.9098744,17529406.06503689
2021-08-11 00:00:00 UTC,1.0102293846612669,569722773.1688925,8405463.201216051
2021-08-12 00:00:00 UTC,1.0066014802820697,577019506.8362972,6164807.693871917
2021-08-13 00:00:00 UTC,1.014384546469303,572644955.9154557,14737777.44589476
2021-08-14 00:00:00 UTC,1.014298657394533,578747846.6314781,7833433.3751700055
2021-08-15 00:00:00 UTC,1.0181564133339982,585607363.2266821,10774746.969716053
2021-08-16 00:00:00 UTC,1.0138083873248382,585549085.4116132,6863584.422377344
2021-08-17 00:00:00 UTC,1.0082875144373284,597096951.7888604,6048622.937510575
2021-08-18 00:00:00 UTC,1.0092178332971753,596644262.3281894,6411496.172310862
2021-08-19 00:00:00 UTC,1.0199689549868067,601746928.5582889,18890798.222269695
2021-08-20 00:00:00 UTC,1.0102591572742103,603294343.1142782,2884604.4690833283
2021-08-21 00:00:00 UTC,1.0090464036680844,598626074.5625345,6481430.718057932
2021-08-22 00:00:00 UTC,1.0069599109524197,605398440.9598719,12975126.238884093
2021-08-23 00:00:00 UTC,1.0128721686449695,616507111.1683606,6920227.162727171
2021-08-24 00:00:00 UTC,1.0093290469172878,615434961.9959247,10873258.362158418
2021-08-25 00:00:00 UTC,1.0062360498972593,615937812.7308986,4135521.335734444
2021-08-26 00:00:00 UTC,1.0079922742467384,612312342.0441358,11578828.151410732
2021-08-27 00:00:00 UTC,1.0106602644012637,610684507.117744,3273999.470940487
2021-08-28 00:00:00 UTC,1.0074723931239304,610509127.7730945,3945501.4644863545
2021-08-29 00:00:00 UTC,1.0076214303923936,589182421.0498987,5480887.9847660465
2021-08-30 00:00:00 UTC,1.0073224244507384,593563319.2693521,1891457.9770880258
2021-08-31 00:00:00 UTC,0.9844368910699598,585094889.7201351,30054112.84151134
2021-09-01 00:00:00 UTC,1.0091335979355236,599634375.2971561,10655730.482394049
2021-09-02 00:00:00 UTC,1.00379027837655,601033288.8413821,7629431.702704676
2021-09-03 00:00:00 UTC,1.000806433633756,612760850.2577766,4743033.857240845
2021-09-04 00:00:00 UTC,1.001181749764723,614848908.6397486,6836641.957977333
2021-09-05 00:00:00 UTC,1.0020154633237401,620154335.2517754,3923878.0655575595
2021-09-06 00:00:00 UTC,1.0008342128087406,621047162.0354184,1479685.3794223138
2021-09-07 00:00:00 UTC,1.015650919193733,632393339.5484236,7928991.008403705
2021-09-08 00:00:00 UTC,1.007050611670046,621662998.1834736,31563445.17157016
2021-09-09 00:00:00 UTC,1.0010395626299093,618815728.7777066,7052047.894952441
2021-09-10 00:00:00 UTC,1.0068721715796873,623470731.6268293,10314550.724093778
2021-09-11 00:00:00 UTC,0.999693142117846,619646434.4404764,8369267.507626101
2021-09-12 00:00:00 UTC,0.9950906072177867,602096499.6081462,3210998.79115296
2021-09-13 00:00:00 UTC,1.0188684315807672,615317246.1045132,5441713.654902674
2021-09-14 00:00:00 UTC,1.0025181817810236,604828971.1490376,8824186.336241297
2021-09-15 00:00:00 UTC,1.0105864072558202,610269362.0285438,12928357.780279618
2021-09-16 00:00:00 UTC,1.0061300026810405,607076950.6035463,1539716.1186100722
2021-09-17 00:00:00 UTC,1.011538743411869,611763917.2547606,2872550.6406035977
2021-09-18 00:00:00 UTC,1.004349020390454,608616268.8594563,7381844.535995627
2021-09-19 00:00:00 UTC,1.0063700965226288,559551054.8706017,2172121.7577664554
2021-09-20 00:00:00 UTC,0.9995204113205625,555291190.3502743,8049719.123725431
2021-09-21 00:00:00 UTC,0.9846419274416665,580049095.7769195,60679017.828927115
2021-09-22 00:00:00 UTC,0.9955836526663036,578882085.9979281,15176363.813554466
2021-09-23 00:00:00 UTC,1.002917437483689,583094742.5313269,7883617.507597135
2021-09-24 00:00:00 UTC,1.0039753249717738,585260606.535508,15685779.438293567
2021-09-25 00:00:00 UTC,0.9995316976490336,585901317.0902086,10961631.356781939
2021-09-26 00:00:00 UTC,1.006223243492711,589078020.8025542,4749824.638995083
2021-09-27 00:00:00 UTC,0.9983090662991981,583461050.9989849,3355971.0706322775
2021-09-28 00:00:00 UTC,0.9903635688936493,587454532.021988,8286601.177080632
2021-09-29 00:00:00 UTC,0.9895433118254122,586114262.9539553,9547497.379927
2021-09-30 00:00:00 UTC,1.0015898122134272,589927059.8055199,6105579.091503788
2021-10-01 00:00:00 UTC,1.002276023432631,588629420.4310308,19674084.9106156
2021-10-02 00:00:00 UTC,1.0014890643480046,589959728.0189621,8042391.173934652
2021-10-03 00:00:00 UTC,0.9965985075604512,589101670.7794657,3252254.9080410968
2021-10-04 00:00:00 UTC,0.9994493142305613,605177234.6369637,10502230.397892904
2021-10-05 00:00:00 UTC,1.006824444922819,612364586.0761504,9297061.708516847
2021-10-06 00:00:00 UTC,1.0029243210613557,614514656.423414,13022357.012859618
2021-10-07 00:00:00 UTC,1.0042306985726568,613456254.7860174,7779975.504558466
2021-10-08 00:00:00 UTC,0.9927560713757636,606777434.4504243,2741286.3999931403
2021-10-09 00:00:00 UTC,0.9937205667762462,616614795.4700516,7368427.59389105
2021-10-10 00:00:00 UTC,1.003525289307006,625165481.6759295,7899836.163996739
2021-10-11 00:00:00 UTC,0.9960438915078962,626090744.8235784,14595309.54784416
2021-10-12 00:00:00 UTC,1.0033796902302037,629607716.1009595,16195605.438153723
2021-10-13 00:00:00 UTC,1.000741888859946,637099919.5759318,21535752.581713106
2021-10-14 00:00:00 UTC,1.0029222750443916,653451395.1576413,26582707.63247981
2021-10-15 00:00:00 UTC,0.9992962574349382,655962258.1446499,22455337.60623203
2021-10-16 00:00:00 UTC,0.9999319310989928,594992987.9555272,82427087.95751265
2021-10-17 00:00:00 UTC,0.9981693770417163,597736960.8669877,17588702.31527663
2021-10-18 00:00:00 UTC,0.9999633311068407,599604501.6063547,22689248.53340877
2021-10-19 00:00:00 UTC,0.9961841552845347,600766825.3908525,14046483.185511429
2021-10-20 00:00:00 UTC,0.9981475149787922,600984436.7949837,18985357.658906247
2021-10-21 00:00:00 UTC,1.0056501925118968,607971489.2938224,22422287.330937218
2021-10-22 00:00:00 UTC,0.9942433027497043,605276721.2908943,20142817.33003443
2021-10-23 00:00:00 UTC,1.004927104126076,619474565.4982395,12474174.876053005
2021-10-24 00:00:00 UTC,1.0030479311914442,632319513.2133694,22446063.665511657
2021-10-25 00:00:00 UTC,1.0004321999980272,607724897.3516495,26992842.745040625
2021-10-26 00:00:00 UTC,1.0004791966405822,612374438.4362004,22076689.539564386
2021-10-27 00:00:00 UTC,0.9936499761174332,615881997.0939416,54854244.335435435
2021-10-28 00:00:00 UTC,0.9847695204715047,608134858.147325,28932534.921036944
2021-10-29 00:00:00 UTC,0.9978747197636275,620217403.5494003,14913691.227929777
2021-10-30 00:00:00 UTC,0.9941235781678723,622617938.2764479,18072331.78941279
2021-10-31 00:00:00 UTC,0.9852655829106439,658921990.5056427,38616616.703720056
2021-11-01 00:00:00 UTC,0.9845313720283452,661643334.6373631,57972672.27788274
2021-11-02 00:00:00 UTC,0.9815287500572598,657479211.0534717,22153118.68562516
2021-11-03 00:00:00 UTC,0.9926845493828012,660033338.2660695,58685567.569911875
2021-11-04 00:00:00 UTC,0.9908549861017728,662353802.4177129,22289837.43141141
2021-11-05 00:00:00 UTC,0.9995887238247004,664891766.9450556,34546715.83778214
2021-11-06 00:00:00 UTC,0.9959440122285407,669931972.688633,18542376.88789022
2021-11-07 00:00:00 UTC,0.9963394235646961,671103110.0217175,32871332.497702416
2021-11-08 00:00:00 UTC,0.9961187639895503,707330674.8694308,45134406.687021896
2021-11-09 00:00:00 UTC,0.9996581582337573,728347049.6273077,32379916.388178404
2021-11-10 00:00:00 UTC,1.005093663461159,738700071.3658746,16429388.62814529
2021-11-11 00:00:00 UTC,1.0009633895228653,745329898.6883017,30667188.54137138
2021-11-12 00:00:00 UTC,0.9998217128595734,748592993.9494972,6815177.044801648
2021-11-13 00:00:00 UTC,1.0056370462816242,758834453.4805254,31094764.147129994
2021-11-14 00:00:00 UTC,0.9920885185928704,752528647.2490215,5475880.513819451
2021-11-15 00:00:00 UTC,1.0094801673681433,764198770.3523934,12122976.753403919
2021-11-16 00:00:00 UTC,1.0048293678236715,766988182.0211369,15141651.727717705
2021-11-17 00:00:00 UTC,1.0002744343444478,775813866.3323307,39054898.09814848
2021-11-18 00:00:00 UTC,1.0068773828279727,783047976.6632254,21720465.840687595
2021-11-19 00:00:00 UTC,0.9998398433113138,788544196.7013824,32975828.000202186
2021-11-20 00:00:00 UTC,1.0049628852484227,833172838.9774206,36262874.37383946
2021-11-21 00:00:00 UTC,1.0077805488894824,862248620.4025578,20645564.481365982
2021-11-22 00:00:00 UTC,1.004777550435256,864640525.3362533,19479875.445935316
2021-11-23 00:00:00 UTC,0.9998903988972031,861528287.6944265,19204403.169644333
2021-11-24 00:00:00 UTC,0.9988276198962388,879947128.4259701,37652448.377486676
2021-11-25 00:00:00 UTC,0.9948529454218992,880818077.6222519,20147927.812153824
2021-11-26 00:00:00 UTC,0.9967864008173367,886960131.0832037,28635376.968668323
2021-11-27 00:00:00 UTC,1.003771112852835,916707687.6024767,26047853.037985716
2021-11-28 00:00:00 UTC,0.9998920581025825,913032540.4598689,6304628.197181269
2021-11-29 00:00:00 UTC,1.0012481107354927,928088681.2736946,6901821.821097463
2021-11-30 00:00:00 UTC,1.004806372328227,934031910.0649626,7622249.763106632
2021-12-01 00:00:00 UTC,0.995741912026608,921310406.2333586,9566073.216676177
2021-12-02 00:00:00 UTC,0.9814360341302781,906812217.5450077,4032308.6968059232
2021-12-03 00:00:00 UTC,0.9912178860258595,921709841.3731633,20493167.47755655
2021-12-04 00:00:00 UTC,1.0051893951960542,922445093.1063029,40453279.560253784
2021-12-05 00:00:00 UTC,0.9975753967628277,899259719.0637803,59203333.82062095
2021-12-06 00:00:00 UTC,1.007016457230961,909019397.4275299,63801656.26533487
2021-12-07 00:00:00 UTC,1.0048806224135414,913862481.853285,30603744.160738762
2021-12-08 00:00:00 UTC,1.0026082565092844,906992246.1315354,26961725.00777167
2021-12-09 00:00:00 UTC,1.0028352572185042,906909919.5693687,21082033.304819524
2021-12-10 00:00:00 UTC,1.0002166991225734,911765120.7027118,39377518.546030276
2021-12-11 00:00:00 UTC,0.9883640746519027,899449972.4484662,25733035.158661682
2021-12-12 00:00:00 UTC,0.9999328972832822,887802483.753129,38980124.17462607
2021-12-13 00:00:00 UTC,1.0024372599486921,892594582.8525721,28668054.64771496
2021-12-14 00:00:00 UTC,0.9946287832077231,848179518.5679405,19583269.413092177
2021-12-15 00:00:00 UTC,1.0056906295816823,856308862.3175455,23442802.457646307
2021-12-16 00:00:00 UTC,1.002603821459504,848968399.9569418,55412009.48001388
2021-12-17 00:00:00 UTC,1.0068284118157123,844292166.5993773,30780812.956901018
2021-12-18 00:00:00 UTC,1.0062500613696759,833342777.8018047,10357089.721038222
2021-12-19 00:00:00 UTC,1.0038078344169277,844498512.0720956,34547227.84017803
2021-12-20 00:00:00 UTC,0.9970201282916309,840039825.7376119,11493633.387707407
2021-12-21 00:00:00 UTC,1.0085353130855867,855306810.089883,29220995.257828355
2021-12-22 00:00:00 UTC,1.0015592805005586,828353953.0270833,14537347.986852566
2021-12-23 00:00:00 UTC,1.0024263650829248,855583501.5153679,39165117.880733855
2021-12-24 00:00:00 UTC,1.002056002393818,867235616.3680762,86225122.53110786
2021-12-25 00:00:00 UTC,0.9988241087923218,866869966.0994983,38512735.39526343
2021-12-26 00:00:00 UTC,0.9997683517848851,867090045.7719023,13627759.68694816
2021-12-27 00:00:00 UTC,0.9992340637731119,869138801.1770779,20471686.203831177
2021-12-28 00:00:00 UTC,0.9978963958297228,870382409.0930744,5989623.713606437
2021-12-29 00:00:00 UTC,1.000009174994052,869656819.2904367,11708916.067058979
2021-12-30 00:00:00 UTC,1.0005167322060016,869061746.5795866,17848490.506400924
2021-12-31 00:00:00 UTC,1.0009867917183997,868529415.568638,14429283.6041159
2022-01-01 00:00:00 UTC,0.999297090205611,867581558.8753145,8564543.871308582
2022-01-02 00:00:00 UTC,1.0050519751072766,850167509.9444034,22097671.88238466
2022-01-03 00:00:00 UTC,0.9995230476505934,848651327.3907733,9363257.53121472
2022-01-04 00:00:00 UTC,1.0002121060325153,850810668.8638039,14627287.974656388
2022-01-05 00:00:00 UTC,0.9999460750654808,848661570.1475048,12394824.466465898
2022-01-06 00:00:00 UTC,1.0037034051736273,843916138.8218124,19773061.989600256
2022-01-07 00:00:00 UTC,1.0004272420680473,834360684.4686109,37948812.52463059
2022-01-08 00:00:00 UTC,1.0048890021632029,833481483.5557246,27170916.150146477
2022-01-09 00:00:00 UTC,0.9998230930869979,825075754.4512168,11171408.832759071
2022-01-10 00:00:00 UTC,1.0038009889148005,826975436.5184035,9089823.563951382
2022-01-11 00:00:00 UTC,1.0070943514227215,806903270.8933647,50968030.08212471
2022-01-12 00:00:00 UTC,0.9994848015471901,808318769.4639287,19445507.490179792
2022-01-13 00:00:00 UTC,0.9981746775703132,804329685.3282175,11683069.29901701
2022-01-14 00:00:00 UTC,1.0003775343787298,789211957.4103625,33425278.229497686
2022-01-15 00:00:00 UTC,0.9996113703268338,788163644.3871491,8347529.411887747
2022-01-16 00:00:00 UTC,1.0010985230129918,802387610.7683119,30407542.604778267
2022-01-17 00:00:00 UTC,0.9997743480844526,799040415.7306446,12783746.389816782
2022-01-18 00:00:00 UTC,1.0023857529748887,770750834.0450966,43629842.465340875
2022-01-19 00:00:00 UTC,0.9967013061552804,751113434.4963048,23893409.167154312
2022-01-20 00:00:00 UTC,0.9986622005413781,750947216.9527969,14558142.784977091
2022-01-21 00:00:00 UTC,1.002833224639076,743906923.4451363,34820081.644517615
2022-01-22 00:00:00 UTC,1.0064072401367146,610645449.8101714,218183597.22725624
2022-01-23 00:00:00 UTC,1.0205744051094587,544105541.031735,152743475.91742873
2022-01-24 00:00:00 UTC,1.016617141461946,541601271.8332574,22349271.485291928
2022-01-25 00:00:00 UTC,1.0148676502771539,517385565.76632214,72073213.4935484
2022-01-26 00:00:00 UTC,1.0294441990743484,521479556.1032111,4586424.289884066
2022-01-27 00:00:00 UTC,1.0285830989332811,530927180.33335394,12546303.826953927
2022-01-28 00:00:00 UTC,1.0111728506162023,498836571.3063473,84535542.96677573
2022-01-29 00:00:00 UTC,1.0121367232499328,489466928.4522624,21012223.71704313
2022-01-30 00:00:00 UTC,1.0175110795363782,491097243.32291985,3794286.620940271
2022-01-31 00:00:00 UTC,1.0096347903417122,487741777.3903027,1399395.896967327
2022-02-01 00:00:00 UTC,1.0136302767987282,487362371.1174163,7260381.87835159
2022-02-02 00:00:00 UTC,1.0114870173088568,493759663.3305266,13477566.51990183
2022-02-03 00:00:00 UTC,1.0139941423147596,489698575.08786994,10253689.76365998
2022-02-04 00:00:00 UTC,1.0084451143784787,494125008.01634103,7391669.055354685
2022-02-05 00:00:00 UTC,1.0013672555969724,499720278.836509,12846706.206295418
2022-02-06 00:00:00 UTC,1.004980756900979,503358653.3782399,27818133.24332286
2022-02-07 00:00:00 UTC,1.0076738887180912,503080374.6038624,3739541.8735715128
2022-02-08 00:00:00 UTC,1.0080173560407917,504584485.2641269,15685986.833093502
2022-02-09 00:00:00 UTC,1.0080262476538355,505541676.66275156,11562515.368242575
2022-02-10 00:00:00 UTC,1.0054979664509567,503537439.6673403,23025458.25068578
2022-02-11 00:00:00 UTC,1.0088374464534366,498478365.2711062,8192385.611303885
2022-02-12 00:00:00 UTC,1.004730148038016,497664104.87106985,2830363.591457036
2022-02-13 00:00:00 UTC,1.0080350327061824,497566375.06961423,6937143.84345988
2022-02-14 00:00:00 UTC,1.0082374617771312,498836610.99527246,7915115.283483066
2022-02-15 00:00:00 UTC,1.008106518954953,498387688.1920401,5438843.860584877
2022-02-16 00:00:00 UTC,1.0021629442222744,513875394.3369418,28701944.968095183
2022-02-17 00:00:00 UTC,1.0030255824890137,513214335.3551839,7643400.95025223
2022-02-18 00:00:00 UTC,1.0086992231871534,497402696.0146346,27496233.591296084
2022-02-19 00:00:00 UTC,1.0088309283050856,497802184.166388,2182333.8432657737
2022-02-20 00:00:00 UTC,1.0133787186888068,499458908.01174253,2744983.9006227385
2022-02-21 00:00:00 UTC,1.0076573505563182,494969018.05344206,4300330.870851115
2022-02-22 00:00:00 UTC,1.0115814110545012,493614888.9352353,6639238.332870038
2022-02-23 00:00:00 UTC,1.0129123479510065,483317528.49139386,3551357.3668211033
2022-02-24 00:00:00 UTC,1.0040655619567338,496113258.939425,44721995.74435176
2022-02-25 00:00:00 UTC,1.017921484180408,471339749.95132923,38802597.11189119
2022-02-26 00:00:00 UTC,1.0146478129223986,468179954.09084105,2051706.0012938466
2022-02-27 00:00:00 UTC,1.011905504257026,473370132.37885344,8795429.967360971
2022-02-28 00:00:00 UTC,1.0111393620095837,474460873.3974852,5543944.007572929
2022-03-01 00:00:00 UTC,1.0103493760411248,473182839.3631458,3126126.137225111
2022-03-02 00:00:00 UTC,1.0045924814405969,480611983.3335787,12557642.132923387
2022-03-03 00:00:00 UTC,1.005145257310766,481079260.685797,16191336.08185772
